,MatchID,Season,MatchWeek,Date,HomeTeam,AwayTeam,FullTimeHomeTeamGoals,FullTimeAwayTeamGoals,FullTimeResult,Referee,HomeTeamFouls,AwayTeamFouls,HomeTeamYellowCards,AwayTeamYellowCards,HomeTeamRedCards,AwayTeamRedCards
7032,2011-2012_QPR_Norwich,2011-2012,19,2012-01-02,QPR,Norwich,1,2,A,N Swarbrick,12.0,12.0,2.0,1.0,1.0,0.0
7033,2011-2012_Wolves_Chelsea,2011-2012,19,2012-01-02,Wolves,Chelsea,1,2,A,P Walton,9.0,10.0,3.0,2.0,0.0,0.0
7034,2011-2012_Man City_Liverpool,2011-2012,19,2012-01-03,Man City,Liverpool,3,0,H,M Jones,13.0,7.0,1.0,2.0,1.0,0.0
7035,2011-2012_Tottenham_West Brom,2011-2012,19,2012-01-03,Tottenham,West Brom,1,0,H,M Halsey,3.0,14.0,0.0,5.0,0.0,0.0
7036,2011-2012_Wigan_Sunderland,2011-2012,19,2012-01-03,Wigan,Sunderland,1,4,A,M Dean,9.0,6.0,1.0,0.0,0.0,0.0
7037,2011-2012_Everton_Bolton,2011-2012,19,2012-01-04,Everton,Bolton,1,2,A,P Dowd,7.0,11.0,1.0,3.0,0.0,0.0
7038,2011-2012_Newcastle_Man United,2011-2012,19,2012-01-04,Newcastle,Man United,3,0,H,H Webb,16.0,15.0,1.0,2.0,0.0,0.0
7039,2011-2012_Tottenham_Everton,2011-2012,19,2012-01-11,Tottenham,Everton,2,0,H,M Atkinson,5.0,15.0,1.0,3.0,0.0,0.0
7040,2011-2012_Aston Villa_Everton,2011-2012,20,2012-01-14,Aston Villa,Everton,1,1,D,M Clattenburg,12.0,11.0,1.0,1.0,0.0,0.0
7041,2011-2012_Blackburn_Fulham,2011-2012,20,2012-01-14,Blackburn,Fulham,3,1,H,A Taylor,14.0,11.0,1.0,1.0,1.0,0.0
7042,2011-2012_Chelsea_Sunderland,2011-2012,20,2012-01-14,Chelsea,Sunderland,1,0,H,P Dowd,9.0,9.0,3.0,1.0,0.0,0.0
7043,2011-2012_Liverpool_Stoke,2011-2012,20,2012-01-14,Liverpool,Stoke,0,0,D,H Webb,6.0,11.0,0.0,3.0,0.0,0.0
7044,2011-2012_Man United_Bolton,2011-2012,20,2012-01-14,Man United,Bolton,3,0,H,P Walton,7.0,7.0,0.0,1.0,0.0,0.0
7045,2011-2012_Tottenham_Wolves,2011-2012,20,2012-01-14,Tottenham,Wolves,1,1,D,M Jones,6.0,12.0,1.0,3.0,0.0,0.0
7046,2011-2012_West Brom_Norwich,2011-2012,20,2012-01-14,West Brom,Norwich,1,2,A,M Dean,6.0,14.0,0.0,1.0,0.0,0.0
7047,2011-2012_Newcastle_QPR,2011-2012,20,2012-01-15,Newcastle,QPR,1,0,H,C Foy,5.0,9.0,0.0,4.0,0.0,0.0
7048,2011-2012_Swansea_Arsenal,2011-2012,20,2012-01-15,Swansea,Arsenal,3,2,H,M Oliver,9.0,9.0,0.0,0.0,0.0,0.0
7049,2011-2012_Wigan_Man City,2011-2012,20,2012-01-16,Wigan,Man City,0,1,A,M Atkinson,16.0,15.0,3.0,3.0,0.0,0.0
7050,2011-2012_Bolton_Liverpool,2011-2012,21,2012-01-21,Bolton,Liverpool,3,1,H,K Friend,10.0,13.0,0.0,2.0,0.0,0.0
7051,2011-2012_Everton_Blackburn,2011-2012,21,2012-01-21,Everton,Blackburn,1,1,D,M Halsey,15.0,13.0,2.0,2.0,0.0,0.0
7052,2011-2012_Fulham_Newcastle,2011-2012,21,2012-01-21,Fulham,Newcastle,5,2,H,L Mason,8.0,12.0,0.0,4.0,0.0,0.0
7053,2011-2012_Norwich_Chelsea,2011-2012,21,2012-01-21,Norwich,Chelsea,0,0,D,M Clattenburg,5.0,4.0,0.0,0.0,0.0,0.0
7054,2011-2012_QPR_Wigan,2011-2012,21,2012-01-21,QPR,Wigan,3,1,H,J Moss,10.0,15.0,2.0,2.0,0.0,0.0
7055,2011-2012_Stoke_West Brom,2011-2012,21,2012-01-21,Stoke,West Brom,1,2,A,A Taylor,10.0,10.0,0.0,0.0,0.0,0.0
7056,2011-2012_Sunderland_Swansea,2011-2012,21,2012-01-21,Sunderland,Swansea,2,0,H,C Foy,9.0,6.0,0.0,0.0,0.0,0.0
7057,2011-2012_Wolves_Aston Villa,2011-2012,21,2012-01-21,Wolves,Aston Villa,2,3,A,M Oliver,11.0,8.0,1.0,0.0,1.0,0.0
7058,2011-2012_Arsenal_Man United,2011-2012,21,2012-01-22,Arsenal,Man United,1,2,A,M Dean,15.0,6.0,5.0,2.0,0.0,0.0
7059,2011-2012_Man City_Tottenham,2011-2012,21,2012-01-22,Man City,Tottenham,3,2,H,H Webb,7.0,10.0,2.0,1.0,0.0,0.0
7060,2011-2012_Everton_Man City,2011-2012,22,2012-01-31,Everton,Man City,1,0,H,P Walton,12.0,9.0,1.0,2.0,0.0,0.0
7061,2011-2012_Man United_Stoke,2011-2012,22,2012-01-31,Man United,Stoke,2,0,H,M Jones,9.0,14.0,1.0,3.0,0.0,0.0
7062,2011-2012_Swansea_Chelsea,2011-2012,22,2012-01-31,Swansea,Chelsea,1,1,D,A Marriner,10.0,19.0,2.0,3.0,0.0,1.0
7063,2011-2012_Tottenham_Wigan,2011-2012,22,2012-01-31,Tottenham,Wigan,3,1,H,L Probert,7.0,7.0,0.0,1.0,0.0,0.0
7064,2011-2012_Wolves_Liverpool,2011-2012,22,2012-01-31,Wolves,Liverpool,0,3,A,A Taylor,6.0,8.0,1.0,3.0,0.0,0.0
7065,2011-2012_Aston Villa_QPR,2011-2012,22,2012-02-01,Aston Villa,QPR,2,2,D,N Swarbrick,3.0,12.0,0.0,1.0,0.0,0.0
7066,2011-2012_Blackburn_Newcastle,2011-2012,22,2012-02-01,Blackburn,Newcastle,0,2,A,P Dowd,9.0,17.0,1.0,2.0,0.0,0.0
7067,2011-2012_Bolton_Arsenal,2011-2012,22,2012-02-01,Bolton,Arsenal,0,0,D,C Foy,8.0,10.0,1.0,1.0,0.0,0.0
7068,2011-2012_Fulham_West Brom,2011-2012,22,2012-02-01,Fulham,West Brom,1,1,D,M Halsey,6.0,7.0,1.0,0.0,0.0,0.0
7069,2011-2012_Sunderland_Norwich,2011-2012,22,2012-02-01,Sunderland,Norwich,3,0,H,L Mason,6.0,14.0,1.0,1.0,0.0,0.0
7070,2011-2012_Arsenal_Blackburn,2011-2012,23,2012-02-04,Arsenal,Blackburn,7,1,H,A Marriner,9.0,14.0,2.0,3.0,0.0,1.0
7071,2011-2012_Man City_Fulham,2011-2012,23,2012-02-04,Man City,Fulham,3,0,H,M Dean,8.0,7.0,1.0,3.0,0.0,0.0
7072,2011-2012_Norwich_Bolton,2011-2012,23,2012-02-04,Norwich,Bolton,2,0,H,L Probert,6.0,6.0,0.0,0.0,0.0,0.0
7073,2011-2012_QPR_Wolves,2011-2012,23,2012-02-04,QPR,Wolves,1,2,A,M Clattenburg,7.0,14.0,0.0,3.0,1.0,0.0
7074,2011-2012_Stoke_Sunderland,2011-2012,23,2012-02-04,Stoke,Sunderland,0,1,A,M Atkinson,12.0,6.0,0.0,1.0,1.0,0.0
7075,2011-2012_West Brom_Swansea,2011-2012,23,2012-02-04,West Brom,Swansea,1,2,A,J Moss,11.0,6.0,2.0,1.0,0.0,0.0
7076,2011-2012_Wigan_Everton,2011-2012,23,2012-02-04,Wigan,Everton,1,1,D,A Taylor,12.0,8.0,2.0,0.0,0.0,0.0
7077,2011-2012_Chelsea_Man United,2011-2012,23,2012-02-05,Chelsea,Man United,3,3,D,H Webb,14.0,13.0,2.0,1.0,0.0,0.0
7078,2011-2012_Newcastle_Aston Villa,2011-2012,23,2012-02-05,Newcastle,Aston Villa,2,1,H,M Halsey,6.0,11.0,1.0,2.0,0.0,0.0
7079,2011-2012_Liverpool_Tottenham,2011-2012,23,2012-02-06,Liverpool,Tottenham,0,0,D,M Oliver,6.0,11.0,2.0,2.0,0.0,0.0
7080,2011-2012_Blackburn_QPR,2011-2012,24,2012-02-11,Blackburn,QPR,3,2,H,M Dean,11.0,10.0,1.0,1.0,0.0,0.0
7081,2011-2012_Bolton_Wigan,2011-2012,24,2012-02-11,Bolton,Wigan,1,2,A,H Webb,19.0,10.0,3.0,2.0,0.0,0.0
7082,2011-2012_Everton_Chelsea,2011-2012,24,2012-02-11,Everton,Chelsea,2,0,H,M Jones,13.0,12.0,0.0,3.0,0.0,0.0
7083,2011-2012_Fulham_Stoke,2011-2012,24,2012-02-11,Fulham,Stoke,2,1,H,C Foy,12.0,6.0,1.0,2.0,0.0,0.0
7084,2011-2012_Man United_Liverpool,2011-2012,24,2012-02-11,Man United,Liverpool,2,1,H,P Dowd,10.0,11.0,1.0,1.0,0.0,0.0
7085,2011-2012_Sunderland_Arsenal,2011-2012,24,2012-02-11,Sunderland,Arsenal,1,2,A,N Swarbrick,7.0,7.0,2.0,1.0,0.0,0.0
7086,2011-2012_Swansea_Norwich,2011-2012,24,2012-02-11,Swansea,Norwich,2,3,A,M Atkinson,6.0,12.0,0.0,2.0,0.0,0.0
7087,2011-2012_Tottenham_Newcastle,2011-2012,24,2012-02-11,Tottenham,Newcastle,5,0,H,A Marriner,7.0,9.0,2.0,1.0,0.0,0.0
7088,2011-2012_Aston Villa_Man City,2011-2012,24,2012-02-12,Aston Villa,Man City,0,1,A,M Oliver,15.0,5.0,3.0,0.0,0.0,0.0
7089,2011-2012_Wolves_West Brom,2011-2012,24,2012-02-12,Wolves,West Brom,1,5,A,L Mason,6.0,11.0,1.0,0.0,0.0,0.0
7090,2011-2012_Chelsea_Bolton,2011-2012,25,2012-02-25,Chelsea,Bolton,3,0,H,M Oliver,7.0,13.0,0.0,1.0,0.0,0.0
7091,2011-2012_Man City_Blackburn,2011-2012,25,2012-02-25,Man City,Blackburn,3,0,H,M Jones,6.0,10.0,0.0,2.0,0.0,0.0
7092,2011-2012_Newcastle_Wolves,2011-2012,25,2012-02-25,Newcastle,Wolves,2,2,D,P Walton,8.0,8.0,1.0,1.0,0.0,0.0
7093,2011-2012_QPR_Fulham,2011-2012,25,2012-02-25,QPR,Fulham,0,1,A,P Dowd,17.0,12.0,1.0,4.0,1.0,0.0
7094,2011-2012_West Brom_Sunderland,2011-2012,25,2012-02-25,West Brom,Sunderland,4,0,H,C Foy,6.0,8.0,1.0,1.0,0.0,0.0
7095,2011-2012_Wigan_Aston Villa,2011-2012,25,2012-02-25,Wigan,Aston Villa,0,0,D,K Friend,8.0,8.0,0.0,4.0,0.0,0.0
7096,2011-2012_Arsenal_Tottenham,2011-2012,25,2012-02-26,Arsenal,Tottenham,5,2,H,M Dean,15.0,12.0,3.0,3.0,0.0,1.0
7097,2011-2012_Norwich_Man United,2011-2012,25,2012-02-26,Norwich,Man United,1,2,A,A Marriner,9.0,10.0,1.0,2.0,0.0,0.0
7098,2011-2012_Stoke_Swansea,2011-2012,25,2012-02-26,Stoke,Swansea,2,0,H,H Webb,13.0,7.0,1.0,0.0,0.0,0.0
7099,2011-2012_Blackburn_Aston Villa,2011-2012,26,2012-03-03,Blackburn,Aston Villa,1,1,D,H Webb,9.0,5.0,1.0,0.0,0.0,0.0
7100,2011-2012_Liverpool_Arsenal,2011-2012,26,2012-03-03,Liverpool,Arsenal,1,2,A,M Halsey,11.0,9.0,0.0,1.0,0.0,0.0
7101,2011-2012_Man City_Bolton,2011-2012,26,2012-03-03,Man City,Bolton,2,0,H,M Clattenburg,13.0,8.0,0.0,0.0,0.0,0.0
7102,2011-2012_QPR_Everton,2011-2012,26,2012-03-03,QPR,Everton,1,1,D,K Friend,16.0,15.0,1.0,2.0,0.0,0.0
7103,2011-2012_Stoke_Norwich,2011-2012,26,2012-03-03,Stoke,Norwich,1,0,H,M Oliver,10.0,16.0,0.0,2.0,0.0,0.0
7104,2011-2012_West Brom_Chelsea,2011-2012,26,2012-03-03,West Brom,Chelsea,1,0,H,P Dowd,9.0,10.0,3.0,1.0,0.0,0.0
7105,2011-2012_Wigan_Swansea,2011-2012,26,2012-03-03,Wigan,Swansea,0,2,A,A Marriner,15.0,7.0,2.0,2.0,0.0,1.0
7106,2011-2012_Fulham_Wolves,2011-2012,26,2012-03-04,Fulham,Wolves,5,0,H,M Jones,7.0,9.0,1.0,2.0,0.0,0.0
7107,2011-2012_Newcastle_Sunderland,2011-2012,26,2012-03-04,Newcastle,Sunderland,1,1,D,M Dean,14.0,14.0,5.0,3.0,0.0,1.0
7108,2011-2012_Tottenham_Man United,2011-2012,26,2012-03-04,Tottenham,Man United,1,3,A,M Atkinson,8.0,10.0,1.0,2.0,0.0,0.0
7109,2011-2012_Aston Villa_Fulham,2011-2012,27,2012-03-10,Aston Villa,Fulham,1,0,H,J Moss,9.0,11.0,2.0,0.0,0.0,0.0
7110,2011-2012_Bolton_QPR,2011-2012,27,2012-03-10,Bolton,QPR,2,1,H,M Atkinson,13.0,13.0,2.0,2.0,0.0,0.0
7111,2011-2012_Chelsea_Stoke,2011-2012,27,2012-03-10,Chelsea,Stoke,1,0,H,A Marriner,12.0,15.0,1.0,2.0,0.0,1.0
7112,2011-2012_Everton_Tottenham,2011-2012,27,2012-03-10,Everton,Tottenham,1,0,H,M Halsey,13.0,11.0,2.0,2.0,0.0,0.0
7113,2011-2012_Sunderland_Liverpool,2011-2012,27,2012-03-10,Sunderland,Liverpool,1,0,H,A Taylor,13.0,15.0,1.0,1.0,0.0,0.0
7114,2011-2012_Wolves_Blackburn,2011-2012,27,2012-03-10,Wolves,Blackburn,0,2,A,C Foy,10.0,10.0,1.0,2.0,0.0,0.0
7115,2011-2012_Man United_West Brom,2011-2012,27,2012-03-11,Man United,West Brom,2,0,H,L Probert,5.0,13.0,0.0,1.0,0.0,1.0
7116,2011-2012_Norwich_Wigan,2011-2012,27,2012-03-11,Norwich,Wigan,1,1,D,K Friend,12.0,7.0,4.0,4.0,0.0,0.0
7117,2011-2012_Swansea_Man City,2011-2012,27,2012-03-11,Swansea,Man City,1,0,H,L Mason,9.0,14.0,0.0,2.0,0.0,0.0
7118,2011-2012_Arsenal_Newcastle,2011-2012,27,2012-03-12,Arsenal,Newcastle,2,1,H,H Webb,11.0,12.0,2.0,3.0,0.0,0.0
7119,2011-2012_Liverpool_Everton,2011-2012,27,2012-03-13,Liverpool,Everton,3,0,H,P Dowd,6.0,7.0,1.0,4.0,0.0,0.0
7120,2011-2012_Fulham_Swansea,2011-2012,28,2012-03-17,Fulham,Swansea,0,3,A,M Halsey,8.0,7.0,0.0,0.0,0.0,0.0
7121,2011-2012_Wigan_West Brom,2011-2012,28,2012-03-17,Wigan,West Brom,1,1,D,M Oliver,8.0,10.0,2.0,4.0,0.0,0.0
7122,2011-2012_Newcastle_Norwich,2011-2012,28,2012-03-18,Newcastle,Norwich,1,0,H,P Dowd,8.0,15.0,0.0,3.0,0.0,0.0
7123,2011-2012_Wolves_Man United,2011-2012,28,2012-03-18,Wolves,Man United,0,5,A,A Taylor,6.0,11.0,1.0,1.0,1.0,0.0
7124,2011-2012_Blackburn_Sunderland,2011-2012,29,2012-03-20,Blackburn,Sunderland,2,0,H,M Atkinson,13.0,10.0,0.0,1.0,0.0,0.0
7125,2011-2012_Everton_Arsenal,2011-2012,29,2012-03-21,Everton,Arsenal,0,1,A,L Mason,11.0,11.0,2.0,1.0,0.0,0.0
7126,2011-2012_Man City_Chelsea,2011-2012,29,2012-03-21,Man City,Chelsea,2,1,H,M Dean,8.0,7.0,1.0,2.0,0.0,0.0
7127,2011-2012_QPR_Liverpool,2011-2012,29,2012-03-21,QPR,Liverpool,3,2,H,H Webb,8.0,6.0,0.0,0.0,0.0,0.0
7128,2011-2012_Tottenham_Stoke,2011-2012,29,2012-03-21,Tottenham,Stoke,1,1,D,M Jones,10.0,10.0,1.0,1.0,0.0,0.0
7129,2011-2012_Arsenal_Aston Villa,2011-2012,30,2012-03-24,Arsenal,Aston Villa,3,0,H,P Dowd,6.0,13.0,0.0,5.0,0.0,0.0
7130,2011-2012_Bolton_Blackburn,2011-2012,30,2012-03-24,Bolton,Blackburn,2,1,H,A Marriner,8.0,3.0,0.0,2.0,0.0,0.0
7131,2011-2012_Chelsea_Tottenham,2011-2012,30,2012-03-24,Chelsea,Tottenham,0,0,D,M Atkinson,9.0,11.0,1.0,2.0,0.0,0.0
7132,2011-2012_Liverpool_Wigan,2011-2012,30,2012-03-24,Liverpool,Wigan,1,2,A,L Mason,14.0,10.0,1.0,2.0,0.0,0.0
7133,2011-2012_Norwich_Wolves,2011-2012,30,2012-03-24,Norwich,Wolves,2,1,H,M Clattenburg,13.0,7.0,2.0,2.0,1.0,0.0
7134,2011-2012_Stoke_Man City,2011-2012,30,2012-03-24,Stoke,Man City,1,1,D,H Webb,15.0,12.0,1.0,2.0,0.0,0.0
7135,2011-2012_Sunderland_QPR,2011-2012,30,2012-03-24,Sunderland,QPR,3,1,H,M Jones,11.0,9.0,2.0,3.0,0.0,1.0
7136,2011-2012_Swansea_Everton,2011-2012,30,2012-03-24,Swansea,Everton,0,2,A,N Swarbrick,10.0,10.0,1.0,2.0,0.0,0.0
7137,2011-2012_West Brom_Newcastle,2011-2012,30,2012-03-25,West Brom,Newcastle,1,3,A,C Foy,10.0,4.0,0.0,1.0,0.0,0.0
7138,2011-2012_Man United_Fulham,2011-2012,30,2012-03-26,Man United,Fulham,1,0,H,M Oliver,17.0,6.0,1.0,0.0,0.0,0.0
7139,2011-2012_Aston Villa_Chelsea,2011-2012,31,2012-03-31,Aston Villa,Chelsea,2,4,A,L Mason,13.0,5.0,1.0,0.0,0.0,0.0
7140,2011-2012_Everton_West Brom,2011-2012,31,2012-03-31,Everton,West Brom,2,0,H,P Walton,8.0,12.0,2.0,1.0,0.0,0.0
7141,2011-2012_Fulham_Norwich,2011-2012,31,2012-03-31,Fulham,Norwich,2,1,H,A Taylor,11.0,9.0,1.0,2.0,0.0,0.0
7142,2011-2012_Man City_Sunderland,2011-2012,31,2012-03-31,Man City,Sunderland,3,3,D,P Dowd,11.0,13.0,1.0,1.0,0.0,0.0
7143,2011-2012_QPR_Arsenal,2011-2012,31,2012-03-31,QPR,Arsenal,2,1,H,M Dean,13.0,9.0,5.0,2.0,0.0,0.0
7144,2011-2012_Wigan_Stoke,2011-2012,31,2012-03-31,Wigan,Stoke,2,0,H,M Clattenburg,14.0,13.0,2.0,4.0,0.0,0.0
7145,2011-2012_Wolves_Bolton,2011-2012,31,2012-03-31,Wolves,Bolton,2,3,A,J Moss,11.0,11.0,1.0,1.0,0.0,0.0
7146,2011-2012_Newcastle_Liverpool,2011-2012,31,2012-04-01,Newcastle,Liverpool,2,0,H,M Atkinson,10.0,11.0,3.0,3.0,0.0,1.0
7147,2011-2012_Tottenham_Swansea,2011-2012,31,2012-04-01,Tottenham,Swansea,3,1,H,A Marriner,11.0,12.0,0.0,0.0,0.0,0.0
7148,2011-2012_Blackburn_Man United,2011-2012,31,2012-04-02,Blackburn,Man United,0,2,A,H Webb,8.0,5.0,1.0,1.0,0.0,0.0
7149,2011-2012_Swansea_Newcastle,2011-2012,32,2012-04-06,Swansea,Newcastle,0,2,A,H Webb,10.0,7.0,1.0,1.0,0.0,0.0
7150,2011-2012_Bolton_Fulham,2011-2012,32,2012-04-07,Bolton,Fulham,0,3,A,M Dean,11.0,9.0,1.0,0.0,0.0,0.0
7151,2011-2012_Chelsea_Wigan,2011-2012,32,2012-04-07,Chelsea,Wigan,2,1,H,M Jones,14.0,11.0,2.0,2.0,0.0,0.0
7152,2011-2012_Liverpool_Aston Villa,2011-2012,32,2012-04-07,Liverpool,Aston Villa,1,1,D,M Oliver,4.0,9.0,1.0,1.0,0.0,0.0
7153,2011-2012_Norwich_Everton,2011-2012,32,2012-04-07,Norwich,Everton,2,2,D,A Marriner,7.0,17.0,0.0,3.0,0.0,0.0
7154,2011-2012_Stoke_Wolves,2011-2012,32,2012-04-07,Stoke,Wolves,2,1,H,M Halsey,7.0,11.0,1.0,1.0,0.0,0.0
7155,2011-2012_Sunderland_Tottenham,2011-2012,32,2012-04-07,Sunderland,Tottenham,0,0,D,C Foy,12.0,10.0,2.0,2.0,0.0,0.0
7156,2011-2012_West Brom_Blackburn,2011-2012,32,2012-04-07,West Brom,Blackburn,3,0,H,L Probert,5.0,7.0,1.0,1.0,0.0,1.0
7157,2011-2012_Arsenal_Man City,2011-2012,32,2012-04-08,Arsenal,Man City,1,0,H,M Atkinson,13.0,14.0,2.0,4.0,0.0,1.0
7158,2011-2012_Man United_QPR,2011-2012,32,2012-04-08,Man United,QPR,2,0,H,L Mason,13.0,10.0,1.0,0.0,0.0,1.0
7159,2011-2012_Aston Villa_Stoke,2011-2012,32,2012-04-09,Aston Villa,Stoke,1,1,D,M Dean,9.0,9.0,3.0,0.0,0.0,0.0
7160,2011-2012_Everton_Sunderland,2011-2012,32,2012-04-09,Everton,Sunderland,4,0,H,K Friend,7.0,12.0,0.0,2.0,0.0,0.0
7161,2011-2012_Fulham_Chelsea,2011-2012,32,2012-04-09,Fulham,Chelsea,1,1,D,M Clattenburg,5.0,16.0,1.0,3.0,0.0,0.0
7162,2011-2012_Newcastle_Bolton,2011-2012,32,2012-04-09,Newcastle,Bolton,2,0,H,M Jones,7.0,18.0,1.0,1.0,0.0,0.0
7163,2011-2012_Tottenham_Norwich,2011-2012,32,2012-04-09,Tottenham,Norwich,1,2,A,M Oliver,12.0,12.0,1.0,2.0,0.0,0.0
7164,2011-2012_Blackburn_Liverpool,2011-2012,32,2012-04-10,Blackburn,Liverpool,2,3,A,A Taylor,16.0,12.0,4.0,5.0,0.0,1.0
7165,2011-2012_Man City_West Brom,2011-2012,32,2012-04-11,Man City,West Brom,4,0,H,K Friend,7.0,9.0,0.0,0.0,0.0,0.0
7166,2011-2012_QPR_Swansea,2011-2012,32,2012-04-11,QPR,Swansea,3,0,H,L Probert,9.0,10.0,2.0,0.0,0.0,0.0
7167,2011-2012_Wigan_Man United,2011-2012,32,2012-04-11,Wigan,Man United,1,0,H,P Dowd,8.0,14.0,1.0,2.0,0.0,0.0
7168,2011-2012_Wolves_Arsenal,2011-2012,32,2012-04-11,Wolves,Arsenal,0,3,A,N Swarbrick,9.0,4.0,3.0,0.0,1.0,0.0
7169,2011-2012_Norwich_Man City,2011-2012,33,2012-04-14,Norwich,Man City,1,6,A,C Foy,10.0,5.0,1.0,2.0,0.0,0.0
7170,2011-2012_Sunderland_Wolves,2011-2012,33,2012-04-14,Sunderland,Wolves,0,0,D,M Jones,4.0,11.0,0.0,1.0,0.0,0.0
7171,2011-2012_Swansea_Blackburn,2011-2012,33,2012-04-14,Swansea,Blackburn,3,0,H,M Clattenburg,8.0,12.0,0.0,2.0,0.0,0.0
7172,2011-2012_West Brom_QPR,2011-2012,33,2012-04-14,West Brom,QPR,1,0,H,J Moss,13.0,11.0,3.0,1.0,0.0,0.0
7173,2011-2012_Man United_Aston Villa,2011-2012,33,2012-04-15,Man United,Aston Villa,4,0,H,M Halsey,9.0,7.0,3.0,3.0,0.0,0.0
7174,2011-2012_Arsenal_Wigan,2011-2012,33,2012-04-16,Arsenal,Wigan,1,2,A,A Marriner,15.0,13.0,2.0,3.0,0.0,0.0
7175,2011-2012_Arsenal_Chelsea,2011-2012,34,2012-04-21,Arsenal,Chelsea,0,0,D,M Dean,11.0,11.0,3.0,4.0,0.0,0.0
7176,2011-2012_Aston Villa_Sunderland,2011-2012,34,2012-04-21,Aston Villa,Sunderland,0,0,D,A Taylor,11.0,8.0,0.0,2.0,0.0,1.0
7177,2011-2012_Blackburn_Norwich,2011-2012,34,2012-04-21,Blackburn,Norwich,2,0,H,K Friend,8.0,13.0,1.0,1.0,0.0,0.0
7178,2011-2012_Bolton_Swansea,2011-2012,34,2012-04-21,Bolton,Swansea,1,1,D,P Dowd,19.0,7.0,2.0,1.0,0.0,0.0
7179,2011-2012_Fulham_Wigan,2011-2012,34,2012-04-21,Fulham,Wigan,2,1,H,L Mason,11.0,16.0,1.0,2.0,0.0,0.0
7180,2011-2012_Newcastle_Stoke,2011-2012,34,2012-04-21,Newcastle,Stoke,3,0,H,A Marriner,8.0,10.0,0.0,2.0,0.0,0.0
7181,2011-2012_QPR_Tottenham,2011-2012,34,2012-04-21,QPR,Tottenham,1,0,H,M Clattenburg,13.0,10.0,4.0,0.0,1.0,0.0
7182,2011-2012_Liverpool_West Brom,2011-2012,34,2012-04-22,Liverpool,West Brom,0,1,A,N Swarbrick,10.0,8.0,2.0,0.0,0.0,0.0
7183,2011-2012_Man United_Everton,2011-2012,34,2012-04-22,Man United,Everton,4,4,D,M Jones,8.0,11.0,1.0,2.0,0.0,0.0
7184,2011-2012_Wolves_Man City,2011-2012,34,2012-04-22,Wolves,Man City,0,2,A,L Probert,6.0,10.0,0.0,1.0,0.0,0.0
7185,2011-2012_Aston Villa_Bolton,2011-2012,34,2012-04-24,Aston Villa,Bolton,1,2,A,C Foy,9.0,16.0,1.0,2.0,0.0,0.0
7186,2011-2012_Everton_Fulham,2011-2012,35,2012-04-28,Everton,Fulham,4,0,H,P Dowd,13.0,8.0,1.0,1.0,0.0,0.0
7187,2011-2012_Norwich_Liverpool,2011-2012,35,2012-04-28,Norwich,Liverpool,0,3,A,M Halsey,9.0,4.0,4.0,0.0,0.0,0.0
7188,2011-2012_Stoke_Arsenal,2011-2012,35,2012-04-28,Stoke,Arsenal,1,1,D,C Foy,8.0,10.0,1.0,2.0,0.0,0.0
7189,2011-2012_Sunderland_Bolton,2011-2012,35,2012-04-28,Sunderland,Bolton,2,2,D,L Probert,8.0,16.0,1.0,0.0,0.0,0.0
7190,2011-2012_Swansea_Wolves,2011-2012,35,2012-04-28,Swansea,Wolves,4,4,D,J Moss,8.0,8.0,2.0,1.0,0.0,0.0
7191,2011-2012_West Brom_Aston Villa,2011-2012,35,2012-04-28,West Brom,Aston Villa,0,0,D,M Clattenburg,14.0,16.0,0.0,4.0,0.0,0.0
7192,2011-2012_Wigan_Newcastle,2011-2012,35,2012-04-28,Wigan,Newcastle,4,0,H,M Dean,14.0,12.0,2.0,1.0,0.0,0.0
7193,2011-2012_Chelsea_QPR,2011-2012,35,2012-04-29,Chelsea,QPR,6,1,H,H Webb,9.0,8.0,0.0,1.0,0.0,0.0
7194,2011-2012_Tottenham_Blackburn,2011-2012,35,2012-04-29,Tottenham,Blackburn,2,0,H,M Jones,5.0,14.0,0.0,0.0,0.0,0.0
7195,2011-2012_Man City_Man United,2011-2012,35,2012-04-30,Man City,Man United,1,0,H,A Marriner,11.0,14.0,3.0,2.0,0.0,0.0
7196,2011-2012_Liverpool_Fulham,2011-2012,35,2012-05-01,Liverpool,Fulham,0,1,A,L Probert,11.0,7.0,0.0,0.0,0.0,0.0
7197,2011-2012_Stoke_Everton,2011-2012,35,2012-05-01,Stoke,Everton,1,1,D,A Taylor,6.0,14.0,2.0,1.0,0.0,0.0
7198,2011-2012_Bolton_Tottenham,2011-2012,35,2012-05-02,Bolton,Tottenham,1,4,A,M Dean,6.0,9.0,2.0,1.0,0.0,0.0
7199,2011-2012_Chelsea_Newcastle,2011-2012,35,2012-05-02,Chelsea,Newcastle,0,2,A,M Halsey,9.0,5.0,0.0,3.0,0.0,0.0
7200,2011-2012_Arsenal_Norwich,2011-2012,36,2012-05-05,Arsenal,Norwich,3,3,D,A Taylor,8.0,15.0,2.0,3.0,0.0,0.0
7201,2011-2012_Aston Villa_Tottenham,2011-2012,36,2012-05-06,Aston Villa,Tottenham,1,1,D,L Probert,10.0,8.0,1.0,2.0,0.0,1.0
7202,2011-2012_Bolton_West Brom,2011-2012,36,2012-05-06,Bolton,West Brom,2,2,D,K Friend,14.0,8.0,1.0,4.0,0.0,0.0
